TRRSRT_NM,TRRSRT_AREA_NM,TRRSRT_ADRES,TRRSRT_LA_XCRD,TRRSRT_LO_YCRD,TRRSRT_TY_NM,TRRSRT_AMOUNT,USER_AGRDE_CODE,USER_SEXDSTN_CODE,USER_BRTC_CODE,CONECT_DEVICE_NM,PURCHS_DT,ADULT_NMPR_CO,CHILD_NMPR_CO,INFNT_NMPR_CO,USE_DT,SETLE_MN_NM,TOT_AMOUNT
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-04-20 오후 5:18:00,2,0,0,2021-04-21 오후 2:54:56,빌링(LG),23400
제주레일파크㈜-레일바이크(4인승) 이용권,동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,레저/체험/액티비티,,,3,,,2021-04-21 오전 9:58:00,1,0,0,2021-04-21 오후 3:10:26,채널결제,43600
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-04-18 오후 9:15:00,2,0,0,2021-04-21 오후 3:59:28,채널결제,13000
자유이용권(방림원),서부권,제주특별자치도 제주시 한경면 용금로 864 방림원,0,0,,,,3,,,2021-04-21 오전 11:49:00,4,0,0,2021-04-21 오후 4:31:19,빌링(LG),20000
자유이용권(허브동산),동부권,제주특별자치도 서귀포시 표선면 돈오름로 170 허브동산,0,0,,,,3,,,2021-04-17 오후 8:54:00,2,1,0,2021-04-21 오후 5:24:09,빌링(LG),95000
자유이용권(서귀포잠수함),중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,,,,3,,,2021-04-21 오전 7:24:00,2,1,0,2021-04-22 오전 9:47:40,빌링(LG),146500
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-04-22 오전 8:57:00,2,0,0,2021-04-22 오전 10:07:43,빌링(LG),22800
퍼시픽랜드-비바제트,제주시내권,제주특별자치도 서귀포시 중문관광로 154-17 퍼시픽랜드,0,0,잠수함/유람선/제트보트,,,3,,,2021-04-15 오후 11:01:00,2,2,0,2021-04-22 오전 10:28:03,채널결제,60000
서귀포잠수함,중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,잠수함/유람선/제트보트,,,3,,,2021-04-22 오전 7:56:00,2,2,0,2021-04-22 오전 10:58:35,카드,162000
서귀포잠수함,중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,잠수함/유람선/제트보트,,,3,,,2021-04-21 오후 9:16:00,2,0,0,2021-04-22 오전 11:08:17,채널결제,96000
한림공원 입장권,서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,테마파크,,,3,,,2021-04-22 오전 7:00:00,2,0,0,2021-04-22 오전 11:32:47,채널결제,22800
자유이용권(㈜상효원),중문/서귀포,제주특별자치도 서귀포시 산록남로 2847-37 ㈜상효원,0,0,,,,3,,,2021-04-20 오후 4:46:00,2,0,0,2021-04-22 오전 11:33:27,빌링(LG),16000
자유이용권(여미지식물원),중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,,,,3,,,2021-04-21 오후 2:29:00,2,0,0,2021-04-22 오후 12:12:38,빌링(LG),18500
자유이용권(여미지식물원),중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,,,,3,,,2021-04-06 오후 7:21:00,2,1,0,2021-04-22 오후 12:21:59,빌링(LG),169800
수목원-아이스뮤지엄+3D착시아트+5D영상관+VR체험1회,제주시내권,제주특별자치도 제주시 은수길 69 수목원테마파크,0,0,테마파크,,,3,,,2021-04-22 오전 11:41:00,4,0,0,2021-04-22 오후 12:44:49,채널결제,52000
휴애리 자연생활공원,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-04-19 오후 12:08:00,4,0,0,2021-04-22 오후 12:46:43,카드,46800
자유이용권(여미지식물원),중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,,,,3,,,2021-04-19 오후 2:49:00,3,0,0,2021-04-22 오후 1:01:02,빌링(LG),9250
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-04-06 오후 7:21:00,2,1,0,2021-04-22 오후 1:10:29,빌링(LG),169800
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-04-06 오후 7:21:00,2,1,0,2021-04-22 오후 1:11:52,빌링(LG),169800
서귀포잠수함,중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,잠수함/유람선/제트보트,,,3,,,2021-04-22 오후 12:28:00,2,1,0,2021-04-22 오후 1:47:26,채널결제,129000
자유이용권(돌문화공원),동부권,제주특별자치도 제주시 조천읍 남조로 2023 돌문화공원,0,0,,,,3,,,2021-04-20 오후 6:30:00,2,0,0,2021-04-22 오후 2:02:36,빌링(LG),9000
산방산유람선,서부권,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16 (주)그린크루즈(산방산유람선),0,0,잠수함/유람선/제트보트,,,3,,,2021-04-22 오전 11:41:00,2,0,0,2021-04-22 오후 2:11:33,채널결제,20000
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-04-22 오후 1:27:00,2,0,0,2021-04-22 오후 2:35:37,카드,13000
(주)고흐의정원 입장권,동부권,제주특별자치도 서귀포시 성산읍 삼달신풍로 132 (주)고흐의정원,0,0,테마파크,,,3,,,2021-04-19 오후 12:08:00,4,0,0,2021-04-22 오후 2:49:27,카드,38000
(주)제주제트 - 제주제트보트,중문/서귀포,제주특별자치도 서귀포시 대포로 172-5 제주제트보트,0,0,잠수함/유람선/제트보트,,,3,,,2021-04-21 오후 11:00:00,2,0,0,2021-04-22 오후 2:55:45,채널결제,28000
제주센트럴파크 입장권,동부권,제주특별자치도 제주시 조천읍 비자림로 606 ㈜제주미니미니랜드,0,0,테마파크,,,3,,,2021-04-22 오전 7:02:00,4,0,0,2021-04-22 오후 3:02:57,채널결제,22000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-04-22 오후 2:08:00,2,0,0,2021-04-22 오후 3:04:19,빌링(LG),13000
자유이용권(헬로키티아일랜드),서부권,제주특별자치도 서귀포시 안덕면 한창로 340 헬로키티아일랜드,0,0,,,,3,,,2021-04-21 오전 11:56:00,2,2,0,2021-04-22 오후 3:06:57,빌링(LG),44000
돌문화공원 입장권,동부권,제주특별자치도 제주시 조천읍 남조로 2023 돌문화공원,0,0,테마파크,,,3,,,2021-04-22 오전 7:02:00,4,0,0,2021-04-22 오후 3:48:10,채널결제,18000
자유이용권(수목원테마파크),제주시내권,제주특별자치도 제주시 은수길 69 수목원테마파크,0,0,,,,3,,,2021-04-21 오후 2:36:00,2,0,0,2021-04-22 오후 4:08:44,빌링(LG),7000
다올에스테틱-전신A코스 이용권,제주시내권,제주특별자치도 제주시 노연로 37-1 다올 에스테틱,0,0,테라피/온천/스파,,,3,,,2021-03-26 오후 2:21:00,2,0,0,2021-04-22 오후 4:11:00,카드,100000
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-04-22 오후 1:28:00,2,0,0,2021-04-22 오후 4:12:15,빌링(LG),22800
제주김녕미로공원 입장권,서부권,제주특별자치도 제주시 구좌읍 만장굴길 122 제주김녕미로공원,0,0,테마파크,,,3,,,2021-03-18 오전 7:59:00,1,1,0,2021-04-22 오후 4:19:32,채널결제,10800
세계자동차&피아노박물관 입장권,중문/서귀포,제주특별자치도 서귀포시 안덕면 중산간서로 1610 세계자동차제주박물관,0,0,전시/박물관,,,3,,,2021-04-22 오후 4:25:00,2,0,0,2021-04-22 오후 4:33:46,채널결제,23000
자유이용권(허브동산),동부권,제주특별자치도 서귀포시 표선면 돈오름로 170 허브동산,0,0,,,,3,,,2021-04-21 오후 12:25:00,2,0,0,2021-04-22 오후 7:11:02,빌링(LG),19800
자유이용권(산방산탄산온천),서부권,제주특별자치도 서귀포시 안덕면 사계북로41번길 192 산방산탄산온천,0,0,,,,3,,,2021-04-22 오전 9:20:00,2,0,0,2021-04-22 오후 7:49:21,빌링(LG),17600
자유이용권(헬로키티아일랜드),서부권,제주특별자치도 서귀포시 안덕면 한창로 340 헬로키티아일랜드,0,0,,,,3,,,2021-04-20 오후 5:44:00,1,2,0,2021-04-23 오전 9:40:53,빌링(LG),31500
자유이용권(제주민속촌),동부권,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌,0,0,,,,3,,,2021-04-08 오후 8:49:00,4,0,0,2021-04-23 오전 9:43:04,빌링(LG),227200
퍼시픽리솜 - 마린스테이지,제주시내권,제주특별자치도 서귀포시 중문관광로 154-17 퍼시픽랜드,0,0,쇼/공연/상영관,,,3,,,2021-04-22 오후 7:19:00,2,0,0,2021-04-23 오전 10:22:34,카드,25000
휴애리 자연생활공원,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-04-23 오전 12:51:00,3,0,0,2021-04-23 오전 10:25:51,채널결제,35100
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-04-21 오후 2:36:00,2,0,0,2021-04-23 오전 10:51:11,빌링(LG),37000
자유이용권(돌문화공원),동부권,제주특별자치도 제주시 조천읍 남조로 2023 돌문화공원,0,0,,,,3,,,2021-04-21 오후 9:09:00,2,0,0,2021-04-23 오후 12:32:42,빌링(LG),9000
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-04-23 오후 12:18:00,2,0,0,2021-04-23 오후 1:12:26,카드,13000
자유이용권(그리스신화/트릭아이 박물관),서부권,제주특별자치도 제주시 한림읍 광산로 942 그리스신화박물관 제주뮤지엄컴플렉스㈜,0,0,,,,3,,,2021-04-23 오전 11:25:00,3,2,0,2021-04-23 오후 1:29:52,빌링(LG),45500
자유이용권(아프리카박물관),중문/서귀포,제주특별자치도 서귀포시 이어도로 49 아프리카박물관,0,0,,,,3,,,2021-04-22 오전 10:13:00,1,0,0,2021-04-23 오후 1:42:37,빌링(LG),16800
제주 스카이워터쇼 (워터서커스),동부권,제주특별자치도 제주시 구좌읍 번영로 2172-80 제1호(아트랜드),0,0,쇼/공연/상영관,,,3,,,2021-04-23 오전 9:27:00,6,0,0,2021-04-23 오후 1:50:33,채널결제,72000
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-04-23 오후 2:07:00,2,0,0,2021-04-23 오후 2:10:10,카드,13000
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-04-18 오후 7:48:00,2,1,0,2021-04-23 오후 2:25:00,빌링(LG),7700
(주)고흐의정원 입장권,동부권,제주특별자치도 서귀포시 성산읍 삼달신풍로 132 (주)고흐의정원,0,0,테마파크,,,3,,,2021-04-23 오후 2:32:00,4,0,0,2021-04-23 오후 3:02:36,카드,38000
자유이용권(제주민속촌),동부권,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌,0,0,,,,3,,,2021-04-20 오후 12:32:00,2,0,0,2021-04-23 오후 3:44:46,빌링(LG),30600
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-04-22 오전 10:13:00,1,0,0,2021-04-23 오후 4:21:18,빌링(LG),16800
제주센트럴파크+세그웨이고카트,동부권,제주특별자치도 제주시 조천읍 비자림로 606 ㈜제주미니미니랜드,0,0,테마파크/레저/체험/액티비티,,,3,,,2021-04-23 오후 1:23:00,2,0,0,2021-04-23 오후 4:46:19,카드,27000
제주센트럴파크 입장권,동부권,제주특별자치도 제주시 조천읍 비자림로 606 ㈜제주미니미니랜드,0,0,테마파크,,,3,,,2021-04-23 오후 5:12:00,4,0,0,2021-04-23 오후 5:23:13,카드,22000
자유이용권(㈜상효원),중문/서귀포,제주특별자치도 서귀포시 산록남로 2847-37 ㈜상효원,0,0,,,,3,,,2021-04-24 오전 8:41:00,2,0,0,2021-04-24 오전 8:50:15,빌링(LG),16000
자유이용권(제주민속촌),동부권,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌,0,0,,,,3,,,2021-04-22 오후 4:23:00,3,0,0,2021-04-24 오전 8:52:42,빌링(LG),26400
한림공원 입장권,서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,테마파크,,,3,,,2021-04-24 오전 10:37:00,4,0,0,2021-04-24 오전 10:58:00,카드,45600
제주 스카이워터쇼 (워터서커스),동부권,제주특별자치도 제주시 구좌읍 번영로 2172-80 제1호(아트랜드),0,0,쇼/공연/상영관,,,3,,,2021-04-23 오후 3:47:00,2,0,0,2021-04-24 오전 11:04:00,채널결제,24000
자유이용권(돌문화공원),동부권,제주특별자치도 제주시 조천읍 남조로 2023 돌문화공원,0,0,,,,3,,,2021-04-21 오후 3:36:00,4,0,0,2021-04-24 오전 11:31:19,빌링(LG),18000
자유이용권(본태박물관),서부권,제주특별자치도 서귀포시 안덕면 산록남로762번길 69 본태박물관,0,0,,,,3,,,2021-04-23 오후 12:36:00,2,0,0,2021-04-24 오전 11:33:19,빌링(LG),34000
자유이용권(제주센트럴파크),동부권,제주특별자치도 제주시 조천읍 비자림로 606 ㈜제주미니미니랜드,0,0,,,,3,,,2021-04-24 오전 10:25:00,2,1,0,2021-04-24 오후 12:57:53,빌링(LG),39500
자유이용권(제주레일파크㈜),동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,,,,3,,,2021-04-22 오전 10:23:00,3,0,0,2021-04-24 오후 1:27:55,빌링(LG),43600
자유이용권(목장카페드르쿰다),동부권,제주특별자치도 서귀포시 표선면 번영로 2454 (주)동부레저,0,0,,,,3,,,2021-04-23 오후 10:06:00,2,1,0,2021-04-24 오후 1:45:01,빌링(LG),64000
건강과성박물관 입장권,서부권,제주특별자치도 서귀포시 안덕면 일주서로 1611 ㈜에스메카(건강과성박물관),0,0,전시/박물관,,,3,,,2021-04-21 오후 8:58:00,2,0,0,2021-04-24 오후 2:15:53,채널결제,19000
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-04-23 오전 11:52:00,2,0,0,2021-04-24 오후 2:36:09,빌링(LG),22800
자유이용권(여미지식물원),중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,,,,3,,,2021-04-22 오후 10:57:00,3,2,0,2021-04-24 오후 2:40:55,빌링(LG),290250
제주민속촌 입장권,동부권,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌,0,0,테마파크,,,3,,,2021-04-24 오후 2:25:00,2,0,0,2021-04-24 오후 2:45:27,카드,17600
휴애리 자연생활공원,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-04-24 오후 2:38:00,4,0,0,2021-04-24 오후 2:46:45,카드,46800
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-04-22 오전 8:57:00,2,0,0,2021-04-24 오후 2:47:58,빌링(LG),46200
휴애리 자연생활공원,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-04-24 오후 1:29:00,2,0,0,2021-04-24 오후 2:52:06,카드,23400
자유이용권(헬로키티아일랜드),서부권,제주특별자치도 서귀포시 안덕면 한창로 340 헬로키티아일랜드,0,0,,,,3,,,2021-04-23 오후 2:13:00,2,1,0,2021-04-24 오후 2:56:44,빌링(LG),63000
서귀포잠수함,중문/서귀포,제주특별자치도 서귀포시 남성중로 40 대국해저관광(주)(서귀포잠수함),0,0,잠수함/유람선/제트보트,,,3,,,2021-04-24 오후 12:21:00,2,0,0,2021-04-24 오후 3:16:47,카드,96000
휴애리 자연생활공원,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-04-24 오후 3:21:00,2,1,0,2021-04-24 오후 3:28:40,카드,32400
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-04-23 오후 2:13:00,2,1,0,2021-04-24 오후 3:28:40,빌링(LG),63000
자유이용권(허브동산),동부권,제주특별자치도 서귀포시 표선면 돈오름로 170 허브동산,0,0,,,,3,,,2021-04-23 오전 9:08:00,2,0,0,2021-04-24 오후 3:49:46,빌링(LG),19800
자유이용권(박물관은살아있다&얼라이브카트),중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,,,,3,,,2021-04-22 오후 10:57:00,3,2,0,2021-04-24 오후 3:50:40,빌링(LG),290250
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-04-23 오후 8:03:00,2,0,0,2021-04-24 오후 4:18:04,빌링(LG),13000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-04-24 오전 11:41:00,3,4,0,2021-04-24 오후 4:25:59,빌링(LG),36300
소인국테마파크 입장권,서부권,제주특별자치도 서귀포시 안덕면 중산간서로 1878 소인국테마파크,0,0,테마파크,,,3,,,2021-04-24 오후 2:58:00,2,2,0,2021-04-24 오후 4:33:58,채널결제,22000
자유이용권(건강과성박물관),서부권,제주특별자치도 서귀포시 안덕면 일주서로 1611 ㈜에스메카(건강과성박물관),0,0,,,,3,,,2021-04-24 오후 3:25:00,4,0,0,2021-04-24 오후 4:42:44,빌링(LG),38000
자유이용권(일출랜드),동부권,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 ㈜삼영관광 미천굴관광지구(일출랜드),0,0,,,,3,,,2021-04-20 오후 12:32:00,2,0,0,2021-04-24 오후 4:57:51,빌링(LG),45600
자유이용권(퍼시픽리솜),제주시내권,제주특별자치도 서귀포시 중문관광로 154-17 퍼시픽랜드,0,0,,,,3,,,2021-04-22 오후 10:57:00,3,2,0,2021-04-24 오후 6:55:36,빌링(LG),290250
자유이용권((주)제주불빛정원),제주시내권,제주특별자치도 제주시 애월읍 평화로 2346 (주)제주불빛정원,0,0,,,,3,,,2021-04-20 오후 5:02:00,4,0,0,2021-04-24 오후 8:44:51,빌링(LG),38800
