사업장명,업종구분대분류,업종구분소분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,부대시설내역,데이터갱신일자
하늘가족호텔,관광사업자,관광숙박업,20141203,,영업/정상,,,,,817.02,제주특별자치도 서귀포시 성산읍 성산리 382 - 31,제주특별자치도 서귀포시 성산읍 성산등용로 40,,레스토랑,2019-06-15 02:21:11
(주)한국폴로컨트리클럽 휴양콘도미니엄,관광사업자,관광숙박업,20141204,,영업/정상,,,,,1012515.0,제주특별자치도 제주시 구좌읍 행원리 3260,제주특별자치도 제주시 구좌읍 월행남길 322-30,,,2019-06-15 02:21:11
(주)제주왕,관광사업자,여행업,20111031,,영업/정상,,,,,147.0,제주특별자치도 제주시 연동 301 - 5,제주특별자치도 제주시 신대로 70 (연동),,,2019-06-15 02:21:11
(주)상아여행사,관광사업자,여행업,20111019,,영업/정상,,,,,70.0,제주특별자치도 제주시 노형동 1293 - 4 504호,"제주특별자치도 제주시 다랑곶6길 6, 504호 (노형동,세븐빌딩)",,,2019-06-15 02:21:11
(주)가온투어,관광사업자,여행업,20111019,,영업/정상,,,,,75.26,제주특별자치도 제주시 도남동 902 - 2,제주특별자치도 제주시 서광로20길 31 (도남동),,,2019-06-15 02:21:11
가나제주여행사,관광사업자,여행업,20111014,,영업/정상,,,,,0.0,제주특별자치도 제주시 삼도이동 830 - 14,"제주특별자치도 제주시 관덕로2길 24, 2층 (삼도이동)",,,2019-06-15 02:21:11
(주)문주란여행사,관광사업자,여행업,20110923,,영업/정상,,,,,132.0,제주특별자치도 제주시 연동 1536 - 1,제주특별자치도 제주시 과원로 51-1 (연동),,,2019-06-15 02:21:11
(주)보고여행사,관광사업자,여행업,20140103,,영업/정상,,,,,66.0,제주특별자치도 제주시 연동 293 - 43,"제주특별자치도 제주시 노연로 141, 4층 (연동)",,,2019-06-15 02:21:11
(주) 가인여행사,관광사업자,여행업,20111206,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 1535 - 4,제주특별자치도 제주시 연화로3길 18 (연동),,,2019-06-15 02:21:11
(주) 위드미투어,관광사업자,여행업,20111205,,영업/정상,,,,,60.0,제주특별자치도 제주시 도남동 915 - 6,제주특별자치도 제주시 도남로 13 (도남동),,,2019-06-15 02:21:11
(주)유니온항공여행사,관광사업자,여행업,20120111,,영업/정상,,,,,99.0,제주특별자치도 제주시 연동 301 - 10,"제주특별자치도 제주시 신대로 63, 302호 (연동)",,,2019-06-15 02:21:11
(주)제주타임,관광사업자,여행업,20140117,,영업/정상,,,,,121.0,제주특별자치도 제주시 노형동 2579 - 4,"제주특별자치도 제주시 도령로 46, 7층 (노형동)",,,2019-06-15 02:21:11
(주)케이피에이글로벌투어,관광사업자,여행업,20120111,,영업/정상,,,,,66.0,제주특별자치도 제주시 이도이동 1776 - 3,제주특별자치도 제주시 서광로 268-6 (이도이동),,,2019-06-15 02:21:11
(주)블루문여행사,관광사업자,여행업,20111227,,영업/정상,,,,,66.54,제주특별자치도 제주시 용담이동 2745 - 2,"제주특별자치도 제주시 월성로 18, 1층 (용담이동)",,,2019-06-15 02:21:11
니하오여행사,관광사업자,여행업,20120215,,영업/정상,,,,,80.71,제주특별자치도 제주시 화북일동 1932 - 3,제주특별자치도 제주시 진남로 32 (화북일동),,,2019-06-15 02:21:11
(주)유니,관광사업자,여행업,20120207,,영업/정상,,,,,115.0,제주특별자치도 제주시 삼도이동 1192 - 4,"제주특별자치도 제주시 탑동로 37, 3층 (삼도이동)",,,2019-06-15 02:21:11
(주)벨라투어,관광사업자,여행업,20160513,,영업/정상,,,,,0.0,제주특별자치도 제주시 오라일동 2452 - 16,"제주특별자치도 제주시 서사로 165-1, 2층 (오라일동)",,,2019-06-15 02:21:11
창유국제여행사(주),관광사업자,여행업,20160520,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 917 - 10,"제주특별자치도 제주시 노연로 55, 4층 (노형동)",,,2019-06-15 02:21:11
메인투어(주),관광사업자,여행업,20160603,,영업/정상,,,,,0.0,제주특별자치도 제주시 용담삼동 1042 - 1,"제주특별자치도 제주시 용마서길 25-1, 2층 (용담삼동)",,,2019-06-15 02:21:11
(주)글로벌국제여행사,관광사업자,여행업,20160607,,영업/정상,,,,,0.0,제주특별자치도 제주시 도두이동 1115 - 1,제주특별자치도 제주시 제성1길 62 (도두이동),,,2019-06-15 02:21:11
(주)나르샤여행사,관광사업자,여행업,20160609,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 1296 - 12,"제주특별자치도 제주시 도령로 7, 3층 (노형동,금성빌딩)",,,2019-06-15 02:21:11
(주)신정중한국제여행사,관광사업자,여행업,20160610,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 280 - 11,"제주특별자치도 제주시 연삼로 10, 3층 (연동)",,,2019-06-15 02:21:11
기린여행사(주),관광사업자,여행업,20160615,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 3601,"제주특별자치도 제주시 우평로 29, 3층 (노형동)",,,2019-06-15 02:21:11
(주)울림트레블,관광사업자,여행업,20160616,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 906 - 5 208호,"제주특별자치도 제주시 도령로 54, 208호 (노형동,한신코아오피스텔)",,,2019-06-15 02:21:11
에어투자관리(주),관광사업자,여행업,20160620,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 262 - 44,"제주특별자치도 제주시 노연로 83, 3층 (연동)",,,2019-06-15 02:21:11
(주)씨엘국제여행사,관광사업자,여행업,20160623,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 2324 - 5 1121호,"제주특별자치도 제주시 도령로 87, 1121호 (연동,현대오피스텔)",,,2019-06-15 02:21:11
제주앤파트너스투어,관광사업자,여행업,20160623,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 271 - 6,"제주특별자치도 제주시 신광로 21, 2층 (연동)",,,2019-06-15 02:21:11
투어바인,관광사업자,여행업,20160713,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 2532 - 11,"제주특별자치도 제주시 수덕5길 54, 지층 (노형동)",,,2019-06-15 02:21:11
(주)서상국제,관광사업자,여행업,20160715,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 3782 - 1 502호,"제주특별자치도 제주시 노형11길 5-4, 5층 502호 (노형동)",,,2019-06-15 02:21:11
환우(주),관광사업자,여행업,20160720,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 928 - 1,"제주특별자치도 제주시 노연로 24, 2층 (노형동)",,,2019-06-15 02:21:11
(주)일창여행사,관광사업자,여행업,20160725,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 710 2호,"제주특별자치도 제주시 연북로 15, 6층 2호 (노형동,뉴월드복합빌딩)",,,2019-06-15 02:21:11
블루하와이리조트,관광사업자,관광숙박업,20130328,,영업/정상,,,,,6756.55,제주특별자치도 제주시 한림읍 금능리 2005,제주특별자치도 제주시 한림읍 한림로 77,,일반음식점(511.50),2019-06-15 02:21:11
펠리체리조트,관광사업자,관광숙박업,20130401,,영업/정상,,,,,889.1,제주특별자치도 서귀포시 호근동 479,제주특별자치도 서귀포시 태평로 111 (호근동),,소매점(99.54),2019-06-15 02:21:11
윈드힐 호텔&리조트,관광사업자,관광숙박업,20130501,,영업/정상,,,,,1558.5,제주특별자치도 제주시 애월읍 신엄리 2734 - 1,제주특별자치도 제주시 애월읍 애월해안로 554-8,,,2019-06-15 02:21:11
대포동호스텔,관광사업자,관광숙박업,20130412,,영업/정상,,,,,998.13,제주특별자치도 서귀포시 대포동 2118,제주특별자치도 서귀포시 대포동서로 63-19 (대포동),,,2019-06-15 02:21:11
제주에어포트호텔,관광사업자,관광숙박업,20130412,,영업/정상,,,,,2589.81,제주특별자치도 제주시 연동 260 - 25,제주특별자치도 제주시 도령로 102 (연동),,,2019-06-15 02:21:11
(주)호텔하나,관광사업자,관광숙박업,19940826,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 색달동 2812 - 2,제주특별자치도 서귀포시 중문관광로72번길 53 (색달동),,,2019-06-15 02:21:11
파미유리조트 가족호텔,관광사업자,관광숙박업,20130607,,영업/정상,,,,,1994.95,제주특별자치도 서귀포시 강정동 643,제주특별자치도 서귀포시 이어도로 826-6 (강정동),,휴게음식점(152.85평방미터),2019-06-15 02:21:11
현대관광호텔,관광사업자,관광숙박업,20130619,,영업/정상,,,,,1612.23,제주특별자치도 제주시 연동 301 - 3,제주특별자치도 제주시 신대로 68 (연동),,휴게음식점(157.02평방미터),2019-06-15 02:21:11
스완지,관광사업자,관광숙박업,20130619,,영업/정상,,,,,1434.6,제주특별자치도 제주시 이호일동 365,제주특별자치도 제주시 서해안로 84 (이호일동),,휴게음식점((81.62),2019-06-15 02:21:11
금호훼밀리관광호텔,관광사업자,관광숙박업,20020628,,영업/정상,,,,,7012.68,제주특별자치도 제주시 연동 261 - 37,제주특별자치도 제주시 제원1길 9 (연동),,"양식당, 한식당, 커피숍, 연회장, 매점, 게임제공업소(210.59평방미터)",2019-06-15 02:21:11
돔베리조트,관광사업자,관광숙박업,20130625,,영업/정상,,,,,141.12,제주특별자치도 서귀포시 호근동 1591,제주특별자치도 서귀포시 태평로92번길 34 (호근동),,휴게음식점(141.12),2019-06-15 02:21:11
중문훼밀리호텔,관광사업자,관광숙박업,20020502,,영업/정상,,,,,3712.47,제주특별자치도 서귀포시 상예동 2729 - 1,제주특별자치도 서귀포시 소보리당로164번길 83 (상예동),,"매점(49.50㎡), 다목적강당(254.8㎡), 수영장, 바베큐장",2019-06-15 02:21:11
성산비치호텔,관광사업자,관광숙박업,20130709,,영업/정상,,,,,1136.53,제주특별자치도 서귀포시 성산읍 성산리 234 - 19,제주특별자치도 서귀포시 성산읍 성산등용로 13,,,2019-06-15 02:21:11
새섬리조트,관광사업자,관광숙박업,20130709,,영업/정상,,,,,978.3,제주특별자치도 서귀포시 서귀동 654 - 5,제주특별자치도 서귀포시 솔동산로 40 (서귀동),,,2019-06-15 02:21:11
휴리조트,관광사업자,관광숙박업,20130709,,영업/정상,,,,,998.64,제주특별자치도 서귀포시 하원동 1378 - 1,제주특별자치도 서귀포시 구산봉로21번길 62 (하원동),,,2019-06-15 02:21:11
호텔랑주,관광사업자,관광숙박업,20130715,,영업/정상,,,,,1254.63,제주특별자치도 서귀포시 강정동 160-2,,,,2019-06-15 02:21:11
화이트하우스,관광사업자,관광숙박업,20130717,,영업/정상,,,,,1699.19,제주특별자치도 제주시 용담삼동 2572 - 4,제주특별자치도 제주시 서해안로 380 (용담삼동),,,2019-06-15 02:21:11
호텔루트,관광사업자,관광숙박업,20130808,,영업/정상,,,,,3024.7,제주특별자치도 제주시 일도이동 371 - 3,제주특별자치도 제주시 고마로15길 33 (일도이동),,"휴게음식점(276.9), 휘트니스센터(76.42),비즈니스센터(82.95),매점(52.78), 커피숍(47.40)",2019-06-15 02:21:11
올레관광호텔,관광사업자,관광숙박업,20130808,,영업/정상,,,,,2799.6,제주특별자치도 제주시 삼도일동 580 - 31,제주특별자치도 제주시 서광로 254 (삼도일동),,일반음식점(157.44),2019-06-15 02:21:11
라오체호스텔,관광사업자,관광숙박업,20130808,,영업/정상,,,,,1597.05,제주특별자치도 서귀포시 강정동 2470,제주특별자치도 서귀포시 선반로65번길 69 (강정동),,,2019-06-15 02:21:11
에덴호스텔,관광사업자,관광숙박업,20130816,,영업/정상,,,,,697.84,제주특별자치도 제주시 용담삼동 2382,제주특별자치도 제주시 서해안로 456-12 (용담삼동),,,2019-06-15 02:21:11
주식회사 제주해양과학관,관광사업자,관광객이용시설업,20150130,,영업/정상,,,,,93685.0,제주특별자치도 서귀포시 성산읍 고성리 127 - 1,제주특별자치도 서귀포시 성산읍 섭지코지로 95,,"과학관, 소매점 등",2019-06-15 02:21:11
농사체험야영장,관광사업자,관광객이용시설업,20150311,,영업/정상,,,,,3201.0,제주특별자치도 서귀포시 성산읍 고성리 352 - 52,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 116,,,2019-06-15 02:21:11
제주카라반,관광사업자,관광객이용시설업,20150317,,영업/정상,,,,,0.0,제주특별자치도 제주시 조천읍 신흥리 15,제주특별자치도 제주시 조천읍 조함해안로 352,,,2019-06-15 02:21:11
다인카라반,관광사업자,관광객이용시설업,20150331,,영업/정상,,,,,1523.0,제주특별자치도 제주시 애월읍 고내리 79 - 7,제주특별자치도 제주시 애월읍 애월해안로 400-19,,리조트,2019-06-15 02:21:11
제주돌하르방캠핑장,관광사업자,관광객이용시설업,20150504,,영업/정상,,,,,0.0,제주특별자치도 제주시 한경면 청수리 2130,제주특별자치도 제주시 한경면 낙수로 271-40,,,2019-06-15 02:21:11
햇살정원 제주캠핑민박,관광사업자,관광객이용시설업,20150522,,영업/정상,,,,,1049.0,제주특별자치도 서귀포시 보목동 526,제주특별자치도 서귀포시 보목포로65번길 6 (보목동),,,2019-06-15 02:21:11
헬로키티아일랜드,관광사업자,관광객이용시설업,20150528,,영업/정상,,,,,3823.0,제주특별자치도 서귀포시 안덕면 상창리 1963 - 2,제주특별자치도 서귀포시 안덕면 한창로 340,,,2019-06-15 02:21:11
한우물영농조합법인 제주캠핑카라반,관광사업자,관광객이용시설업,20150601,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 표선면 표선리 423 - 2,제주특별자치도 서귀포시 표선면 표선백사로 176,,,2019-06-15 02:21:11
(주)한국폴로컨트리클럽,관광사업자,관광객이용시설업,20150605,,영업/정상,,,,,213526.0,제주특별자치도 제주시 구좌읍 행원리 3266,제주특별자치도 제주시 구좌읍 월행남길 322-30,,"숙박시설, 승마장",2019-06-15 02:21:11
돌고래하우스,관광사업자,관광객이용시설업,20150605,,영업/정상,,,,,1029.0,제주특별자치도 서귀포시 강정동 798,제주특별자치도 서귀포시 이어도로 826-58 (강정동),,,2019-06-15 02:21:11
비체올린,관광사업자,관광객이용시설업,20150608,,영업/정상,,,,,22738.0,제주특별자치도 제주시 한경면 판포리 725 - 2,,,,2019-06-15 02:21:11
회천생태체험촌,관광사업자,관광객이용시설업,20150619,,영업/정상,,,,,11183.0,제주특별자치도 제주시 회천동 2307,제주특별자치도 제주시 중산간동로 203 (회천동),,,2019-06-15 02:21:11
