"행정구역","2023년01월_총인구수","2023년01월_세대수","2023년01월_세대당 인구","2023년01월_남자 인구수","2023년01월_여자 인구수","2023년01월_남여 비율"
"서울특별시  (1100000000)","9,424,873","4,447,861","          2.12","4,567,739","4,857,134","          0.94"
"서울특별시 종로구 (1111000000)","141,223","72,479","          1.95","68,314","72,909","          0.94"
"서울특별시 종로구 청운효자동(1111051500)","11,600","5,129","          2.26","5,327","6,273","          0.85"
"서울특별시 종로구 사직동(1111053000)","9,131","4,592","          1.99","4,064","5,067","          0.80"
"서울특별시 종로구 삼청동(1111054000)","2,325","1,144","          2.03","1,110","1,215","          0.91"
"서울특별시 종로구 부암동(1111055000)","9,198","4,123","          2.23","4,361","4,837","          0.90"
"서울특별시 종로구 평창동(1111056000)","17,636","7,253","          2.43","8,224","9,412","          0.87"
"서울특별시 종로구 무악동(1111057000)","8,012","3,013","          2.66","3,705","4,307","          0.86"
"서울특별시 종로구 교남동(1111058000)","9,794","4,382","          2.24","4,506","5,288","          0.85"
"서울특별시 종로구 가회동(1111060000)","3,962","1,943","          2.04","1,830","2,132","          0.86"
"서울특별시 종로구 종로1.2.3.4가동(1111061500)","6,732","4,927","          1.37","4,100","2,632","          1.56"
"서울특별시 종로구 종로5.6가동(1111063000)","5,309","3,530","          1.50","2,791","2,518","          1.11"
"서울특별시 종로구 이화동(1111064000)","7,085","4,295","          1.65","3,363","3,722","          0.90"
"서울특별시 종로구 혜화동(1111065000)","16,052","9,137","          1.76","7,714","8,338","          0.93"
"서울특별시 종로구 창신제1동(1111067000)","4,649","2,702","          1.72","2,468","2,181","          1.13"
"서울특별시 종로구 창신제2동(1111068000)","7,687","3,997","          1.92","3,948","3,739","          1.06"
"서울특별시 종로구 창신제3동(1111069000)","6,448","2,773","          2.33","3,173","3,275","          0.97"
"서울특별시 종로구 숭인제1동(1111070000)","5,775","2,970","          1.94","2,783","2,992","          0.93"
"서울특별시 종로구 숭인제2동(1111071000)","9,828","6,569","          1.50","4,847","4,981","          0.97"
"서울특별시 중구 (1114000000)","120,317","63,123","          1.91","58,443","61,874","          0.94"
"서울특별시 중구 소공동(1114052000)","2,221","1,268","          1.75","1,058","1,163","          0.91"
"서울특별시 중구 회현동(1114054000)","4,537","2,563","          1.77","2,353","2,184","          1.08"
"서울특별시 중구 명동(1114055000)","2,721","1,445","          1.88","1,178","1,543","          0.76"
"서울특별시 중구 필동(1114057000)","3,946","2,418","          1.63","2,047","1,899","          1.08"
"서울특별시 중구 장충동(1114058000)","4,543","2,812","          1.62","2,392","2,151","          1.11"
"서울특별시 중구 광희동(1114059000)","5,223","3,438","          1.52","2,633","2,590","          1.02"
"서울특별시 중구 을지로동(1114060500)","1,651","1,294","          1.28","1,013","638","          1.59"
"서울특별시 중구 신당동(1114061500)","7,610","4,797","          1.59","3,744","3,866","          0.97"
"서울특별시 중구 다산동(1114062500)","13,468","6,820","          1.97","6,512","6,956","          0.94"
"서울특별시 중구 약수동(1114063500)","16,376","7,779","          2.11","7,572","8,804","          0.86"
"서울특별시 중구 청구동(1114064500)","13,161","6,183","          2.13","6,226","6,935","          0.90"
"서울특별시 중구 신당제5동(1114065000)","10,162","5,341","          1.90","4,930","5,232","          0.94"
"서울특별시 중구 동화동(1114066500)","10,053","3,993","          2.52","4,819","5,234","          0.92"
"서울특별시 중구 황학동(1114067000)","12,640","7,244","          1.74","6,006","6,634","          0.91"
"서울특별시 중구 중림동(1114068000)","12,005","5,728","          2.10","5,960","6,045","          0.99"
"서울특별시 용산구 (1117000000)","218,412","109,734","          1.99","104,974","113,438","          0.93"
"서울특별시 용산구 후암동(1117051000)","16,293","8,280","          1.97","7,945","8,348","          0.95"
"서울특별시 용산구 용산2가동(1117052000)","9,024","5,071","          1.78","4,357","4,667","          0.93"
"서울특별시 용산구 남영동(1117053000)","7,080","4,990","          1.42","4,286","2,794","          1.53"
"서울특별시 용산구 청파동(1117055500)","19,103","11,108","          1.72","8,919","10,184","          0.88"
"서울특별시 용산구 원효로제1동(1117056000)","17,140","9,219","          1.86","7,969","9,171","          0.87"
"서울특별시 용산구 원효로제2동(1117057000)","13,686","6,107","          2.24","6,451","7,235","          0.89"
"서울특별시 용산구 효창동(1117058000)","10,744","4,690","          2.29","5,111","5,633","          0.91"
"서울특별시 용산구 용문동(1117059000)","11,519","5,313","          2.17","5,532","5,987","          0.92"
"서울특별시 용산구 한강로동(1117062500)","21,201","11,353","          1.87","10,065","11,136","          0.90"
"서울특별시 용산구 이촌제1동(1117063000)","25,051","9,154","          2.74","11,760","13,291","          0.88"
"서울특별시 용산구 이촌제2동(1117064000)","8,032","3,606","          2.23","3,750","4,282","          0.88"
"서울특별시 용산구 이태원제1동(1117065000)","6,112","3,464","          1.76","3,023","3,089","          0.98"
"서울특별시 용산구 이태원제2동(1117066000)","8,707","4,831","          1.80","4,031","4,676","          0.86"
"서울특별시 용산구 한남동(1117068500)","19,427","10,346","          1.88","9,380","10,047","          0.93"
"서울특별시 용산구 서빙고동(1117069000)","12,573","5,122","          2.45","6,054","6,519","          0.93"
"서울특별시 용산구 보광동(1117070000)","12,720","7,080","          1.80","6,341","6,379","          0.99"
"서울특별시 성동구 (1120000000)","280,707","133,293","          2.11","136,442","144,265","          0.95"
"서울특별시 성동구 왕십리제2동(1120052000)","16,307","7,406","          2.20","7,847","8,460","          0.93"
"서울특별시 성동구 왕십리도선동(1120053500)","26,402","12,134","          2.18","12,442","13,960","          0.89"
"서울특별시 성동구 마장동(1120054000)","22,012","10,897","          2.02","10,859","11,153","          0.97"
"서울특별시 성동구 사근동(1120055000)","11,934","8,093","          1.47","6,234","5,700","          1.09"
"서울특별시 성동구 행당제1동(1120056000)","13,683","6,443","          2.12","6,573","7,110","          0.92"
"서울특별시 성동구 행당제2동(1120057000)","22,999","9,232","          2.49","10,730","12,269","          0.87"
"서울특별시 성동구 응봉동(1120058000)","15,027","5,950","          2.53","7,145","7,882","          0.91"
"서울특별시 성동구 금호1가동(1120059000)","15,024","6,530","          2.30","7,175","7,849","          0.91"
"서울특별시 성동구 금호2.3가동(1120061500)","22,228","9,942","          2.24","10,618","11,610","          0.91"
"서울특별시 성동구 금호4가동(1120062000)","14,155","6,315","          2.24","6,701","7,454","          0.90"
"서울특별시 성동구 옥수동(1120064500)","25,582","10,756","          2.38","11,867","13,715","          0.87"
"서울특별시 성동구 성수1가제1동(1120065000)","16,047","7,609","          2.11","7,962","8,085","          0.98"
"서울특별시 성동구 성수1가제2동(1120066000)","12,128","5,952","          2.04","5,929","6,199","          0.96"
"서울특별시 성동구 성수2가제1동(1120067000)","15,189","7,910","          1.92","7,923","7,266","          1.09"
"서울특별시 성동구 성수2가제3동(1120069000)","10,288","5,335","          1.93","5,111","5,177","          0.99"
"서울특별시 성동구 송정동(1120072000)","10,037","5,444","          1.84","5,311","4,726","          1.12"
"서울특별시 성동구 용답동(1120079000)","11,665","7,345","          1.59","6,015","5,650","          1.06"
"서울특별시 광진구 (1121500000)","337,258","169,416","          1.99","162,460","174,798","          0.93"
"서울특별시 광진구 화양동(1121571000)","23,431","18,200","          1.29","11,149","12,282","          0.91"
"서울특별시 광진구 군자동(1121573000)","19,424","11,402","          1.70","9,602","9,822","          0.98"
"서울특별시 광진구 중곡제1동(1121574000)","15,326","8,537","          1.80","7,328","7,998","          0.92"
"서울특별시 광진구 중곡제2동(1121575000)","20,979","10,659","          1.97","9,889","11,090","          0.89"
"서울특별시 광진구 중곡제3동(1121576000)","15,964","8,534","          1.87","7,903","8,061","          0.98"
"서울특별시 광진구 중곡제4동(1121577000)","27,967","13,126","          2.13","13,676","14,291","          0.96"
"서울특별시 광진구 능동(1121578000)","11,182","6,415","          1.74","5,137","6,045","          0.85"
"서울특별시 광진구 광장동(1121581000)","34,103","11,800","          2.89","16,485","17,618","          0.94"
"서울특별시 광진구 자양제1동(1121582000)","21,839","11,911","          1.83","10,632","11,207","          0.95"
"서울특별시 광진구 자양제2동(1121583000)","23,890","10,883","          2.20","11,598","12,292","          0.94"
"서울특별시 광진구 자양제3동(1121584000)","27,566","11,017","          2.50","13,179","14,387","          0.92"
"서울특별시 광진구 자양제4동(1121584700)","17,982","10,243","          1.76","8,947","9,035","          0.99"
"서울특별시 광진구 구의제1동(1121585000)","23,402","13,096","          1.79","11,140","12,262","          0.91"
"서울특별시 광진구 구의제2동(1121586000)","25,981","11,502","          2.26","12,487","13,494","          0.93"
"서울특별시 광진구 구의제3동(1121587000)","28,222","12,091","          2.33","13,308","14,914","          0.89"
"서울특별시 동대문구 (1123000000)","336,415","169,716","          1.98","165,657","170,758","          0.97"
"서울특별시 동대문구 용신동(1123053600)","34,620","20,174","          1.72","17,238","17,382","          0.99"
"서울특별시 동대문구 제기동(1123054500)","24,165","13,424","          1.80","12,370","11,795","          1.05"
"서울특별시 동대문구 전농제1동(1123056000)","28,677","14,747","          1.94","14,302","14,375","          0.99"
"서울특별시 동대문구 전농제2동(1123057000)","18,147","7,545","          2.41","8,694","9,453","          0.92"
"서울특별시 동대문구 답십리제1동(1123060000)","28,156","12,862","          2.19","13,556","14,600","          0.93"
"서울특별시 동대문구 답십리제2동(1123061000)","27,762","12,516","          2.22","13,420","14,342","          0.94"
"서울특별시 동대문구 장안제1동(1123065000)","38,039","18,499","          2.06","18,803","19,236","          0.98"
"서울특별시 동대문구 장안제2동(1123066000)","32,374","14,121","          2.29","16,086","16,288","          0.99"
"서울특별시 동대문구 청량리동(1123070500)","18,638","9,733","          1.91","9,297","9,341","          1.00"
"서울특별시 동대문구 회기동(1123071000)","10,505","6,696","          1.57","5,045","5,460","          0.92"
"서울특별시 동대문구 휘경제1동(1123072000)","13,928","7,781","          1.79","6,573","7,355","          0.89"
"서울특별시 동대문구 휘경제2동(1123073000)","23,816","12,224","          1.95","11,895","11,921","          1.00"
"서울특별시 동대문구 이문제1동(1123074000)","17,948","10,692","          1.68","8,915","9,033","          0.99"
"서울특별시 동대문구 이문제2동(1123075000)","19,640","8,702","          2.26","9,463","10,177","          0.93"
"서울특별시 중랑구 (1126000000)","385,097","187,489","          2.05","189,367","195,730","          0.97"
"서울특별시 중랑구 면목제2동(1126052000)","23,848","12,221","          1.95","11,874","11,974","          0.99"
"서울특별시 중랑구 면목제4동(1126054000)","18,459","8,941","          2.06","9,177","9,282","          0.99"
"서울특별시 중랑구 면목제5동(1126055000)","14,682","6,444","          2.28","7,361","7,321","          1.01"
"서울특별시 중랑구 면목본동(1126056500)","33,142","17,757","          1.87","16,376","16,766","          0.98"
"서울특별시 중랑구 면목제7동(1126057000)","21,469","10,571","          2.03","10,728","10,741","          1.00"
"서울특별시 중랑구 면목제3.8동(1126057500)","24,158","12,625","          1.91","11,976","12,182","          0.98"
"서울특별시 중랑구 상봉제1동(1126058000)","23,499","10,141","          2.32","11,412","12,087","          0.94"
"서울특별시 중랑구 상봉제2동(1126059000)","20,274","12,356","          1.64","9,735","10,539","          0.92"
"서울특별시 중랑구 중화제1동(1126060000)","19,099","8,987","          2.13","9,406","9,693","          0.97"
"서울특별시 중랑구 중화제2동(1126061000)","24,438","13,629","          1.79","12,547","11,891","          1.06"
"서울특별시 중랑구 묵제1동(1126062000)","34,081","14,989","          2.27","16,260","17,821","          0.91"
"서울특별시 중랑구 묵제2동(1126063000)","18,360","9,259","          1.98","9,001","9,359","          0.96"
"서울특별시 중랑구 망우본동(1126065500)","35,567","17,609","          2.02","17,595","17,972","          0.98"
"서울특별시 중랑구 망우제3동(1126066000)","15,927","8,212","          1.94","8,021","7,906","          1.01"
"서울특별시 중랑구 신내1동(1126068000)","38,099","14,802","          2.57","18,398","19,701","          0.93"
"서울특별시 중랑구 신내2동(1126069000)","19,995","8,946","          2.24","9,500","10,495","          0.91"
"서울특별시 성북구 (1129000000)","429,967","196,936","          2.18","206,716","223,251","          0.93"
"서울특별시 성북구 성북동(1129052500)","16,254","8,172","          1.99","7,573","8,681","          0.87"
"서울특별시 성북구 삼선동(1129055500)","22,409","11,462","          1.96","10,671","11,738","          0.91"
"서울특별시 성북구 동선동(1129057500)","15,005","9,541","          1.57","6,255","8,750","          0.71"
"서울특별시 성북구 돈암제1동(1129058000)","14,399","6,036","          2.39","6,720","7,679","          0.88"
"서울특별시 성북구 돈암제2동(1129059000)","23,564","8,521","          2.77","11,148","12,416","          0.90"
"서울특별시 성북구 안암동(1129060000)","14,974","9,718","          1.54","7,556","7,418","          1.02"
"서울특별시 성북구 보문동(1129061000)","16,295","8,094","          2.01","7,796","8,499","          0.92"
"서울특별시 성북구 정릉제1동(1129062000)","17,969","7,364","          2.44","8,583","9,386","          0.91"
"서울특별시 성북구 정릉제2동(1129063000)","22,693","9,875","          2.30","10,985","11,708","          0.94"
"서울특별시 성북구 정릉제3동(1129064000)","15,055","8,093","          1.86","7,471","7,584","          0.99"
"서울특별시 성북구 정릉제4동(1129065000)","24,410","10,795","          2.26","11,697","12,713","          0.92"
"서울특별시 성북구 길음제1동(1129066000)","34,805","12,425","          2.80","16,484","18,321","          0.90"
"서울특별시 성북구 길음제2동(1129068500)","21,604","8,613","          2.51","10,391","11,213","          0.93"
"서울특별시 성북구 종암동(1129070500)","38,103","17,126","          2.22","18,845","19,258","          0.98"
"서울특별시 성북구 월곡제1동(1129071500)","25,951","10,837","          2.39","12,513","13,438","          0.93"
"서울특별시 성북구 월곡제2동(1129072500)","19,154","9,665","          1.98","9,193","9,961","          0.92"
"서울특별시 성북구 장위제1동(1129076000)","23,837","10,715","          2.22","11,610","12,227","          0.95"
"서울특별시 성북구 장위제2동(1129077000)","13,384","6,642","          2.02","6,586","6,798","          0.97"
"서울특별시 성북구 장위제3동(1129078000)","15,720","6,481","          2.43","7,680","8,040","          0.96"
"서울특별시 성북구 석관동(1129081000)","34,382","16,761","          2.05","16,959","17,423","          0.97"
"서울특별시 강북구 (1130500000)","293,313","144,275","          2.03","142,435","150,878","          0.94"
"서울특별시 강북구 삼양동(1130553400)","22,869","10,912","          2.10","11,399","11,470","          0.99"
"서울특별시 강북구 미아동(1130553500)","21,109","11,626","          1.82","10,138","10,971","          0.92"
"서울특별시 강북구 송중동(1130554500)","29,263","13,998","          2.09","14,077","15,186","          0.93"
"서울특별시 강북구 송천동(1130555500)","25,539","13,347","          1.91","12,645","12,894","          0.98"
"서울특별시 강북구 삼각산동(1130557500)","30,809","11,506","          2.68","14,773","16,036","          0.92"
"서울특별시 강북구 번1동(1130559500)","18,125","10,397","          1.74","9,126","8,999","          1.01"
"서울특별시 강북구 번2동(1130560300)","15,292","7,500","          2.04","7,381","7,911","          0.93"
"서울특별시 강북구 번3동(1130560800)","16,358","7,431","          2.20","7,650","8,708","          0.88"
"서울특별시 강북구 수유1동(1130561500)","20,251","10,471","          1.93","9,945","10,306","          0.96"
"서울특별시 강북구 수유2동(1130562500)","20,889","9,848","          2.12","9,938","10,951","          0.91"
"서울특별시 강북구 수유3동(1130563500)","22,940","13,363","          1.72","11,344","11,596","          0.98"
"서울특별시 강북구 우이동(1130564500)","20,185","9,571","          2.11","9,712","10,473","          0.93"
"서울특별시 강북구 인수동(1130566000)","29,684","14,305","          2.08","14,307","15,377","          0.93"
"서울특별시 도봉구 (1132000000)","311,260","138,331","          2.25","151,168","160,092","          0.94"
"서울특별시 도봉구 창제1동(1132051100)","24,330","10,978","          2.22","11,589","12,741","          0.91"
"서울특별시 도봉구 창제2동(1132051200)","28,630","12,589","          2.27","13,903","14,727","          0.94"
"서울특별시 도봉구 창제3동(1132051300)","13,504","6,473","          2.09","6,722","6,782","          0.99"
"서울특별시 도봉구 창제4동(1132051400)","25,958","10,549","          2.46","12,447","13,511","          0.92"
"서울특별시 도봉구 창제5동(1132051500)","24,227","10,282","          2.36","11,599","12,628","          0.92"
"서울특별시 도봉구 도봉제1동(1132052100)","20,456","10,310","          1.98","10,230","10,226","          1.00"
"서울특별시 도봉구 도봉제2동(1132052200)","26,176","11,745","          2.23","12,797","13,379","          0.96"
"서울특별시 도봉구 쌍문제1동(1132066000)","20,955","9,398","          2.23","10,054","10,901","          0.92"
"서울특별시 도봉구 쌍문제2동(1132067000)","18,318","8,548","          2.14","8,728","9,590","          0.91"
"서울특별시 도봉구 쌍문제3동(1132068000)","16,754","8,218","          2.04","8,054","8,700","          0.93"
"서울특별시 도봉구 쌍문제4동(1132068100)","18,305","7,098","          2.58","8,647","9,658","          0.90"
"서울특별시 도봉구 방학제1동(1132069000)","28,143","12,953","          2.17","13,968","14,175","          0.99"
"서울특별시 도봉구 방학제2동(1132070000)","19,097","9,285","          2.06","9,646","9,451","          1.02"
"서울특별시 도봉구 방학제3동(1132071000)","26,407","9,905","          2.67","12,784","13,623","          0.94"
"서울특별시 노원구 (1135000000)","502,835","217,160","          2.32","241,694","261,141","          0.93"
"서울특별시 노원구 월계1동(1135056000)","20,870","9,993","          2.09","10,730","10,140","          1.06"
"서울특별시 노원구 월계2동(1135057000)","25,924","11,798","          2.20","12,473","13,451","          0.93"
"서울특별시 노원구 월계3동(1135058000)","29,201","12,900","          2.26","13,960","15,241","          0.92"
"서울특별시 노원구 공릉1동(1135059500)","36,385","18,495","          1.97","17,667","18,718","          0.94"
"서울특별시 노원구 공릉2동(1135060000)","41,728","17,698","          2.36","20,369","21,359","          0.95"
"서울특별시 노원구 하계1동(1135061100)","26,234","11,835","          2.22","12,526","13,708","          0.91"
"서울특별시 노원구 하계2동(1135061200)","21,575","8,194","          2.63","10,239","11,336","          0.90"
"서울특별시 노원구 중계본동(1135061900)","23,372","8,224","          2.84","11,359","12,013","          0.95"
"서울특별시 노원구 중계1동(1135062100)","26,461","8,921","          2.97","12,891","13,570","          0.95"
"서울특별시 노원구 중계4동(1135062400)","19,492","8,256","          2.36","9,364","10,128","          0.92"
"서울특별시 노원구 중계2.3동(1135062500)","33,266","15,084","          2.21","15,223","18,043","          0.84"
"서울특별시 노원구 상계1동(1135063000)","37,638","15,660","          2.40","18,189","19,449","          0.94"
"서울특별시 노원구 상계2동(1135064000)","19,470","8,593","          2.27","9,569","9,901","          0.97"
"서울특별시 노원구 상계3.4동(1135066500)","25,177","11,634","          2.16","12,560","12,617","          1.00"
"서울특별시 노원구 상계5동(1135067000)","23,551","10,955","          2.15","11,410","12,141","          0.94"
"서울특별시 노원구 상계6.7동(1135069500)","31,898","13,792","          2.31","14,737","17,161","          0.86"
"서울특별시 노원구 상계8동(1135070000)","22,272","9,160","          2.43","10,614","11,658","          0.91"
"서울특별시 노원구 상계9동(1135071000)","19,960","8,337","          2.39","9,343","10,617","          0.88"
"서울특별시 노원구 상계10동(1135072000)","18,361","7,631","          2.41","8,471","9,890","          0.86"
"서울특별시 은평구 (1138000000)","466,237","213,924","          2.18","222,263","243,974","          0.91"
"서울특별시 은평구 녹번동(1138051000)","36,457","17,640","          2.07","17,150","19,307","          0.89"
"서울특별시 은평구 불광제1동(1138052000)","37,919","17,750","          2.14","17,874","20,045","          0.89"
"서울특별시 은평구 불광제2동(1138053000)","27,073","14,056","          1.93","13,100","13,973","          0.94"
"서울특별시 은평구 갈현제1동(1138055100)","16,306","8,234","          1.98","7,952","8,354","          0.95"
"서울특별시 은평구 갈현제2동(1138055200)","27,879","12,626","          2.21","13,159","14,720","          0.89"
"서울특별시 은평구 구산동(1138056000)","31,802","13,424","          2.37","15,531","16,271","          0.95"
"서울특별시 은평구 대조동(1138057000)","26,914","14,788","          1.82","12,476","14,438","          0.86"
"서울특별시 은평구 응암제1동(1138058000)","32,988","15,077","          2.19","15,512","17,476","          0.89"
"서울특별시 은평구 응암제2동(1138059000)","27,802","11,250","          2.47","13,472","14,330","          0.94"
"서울특별시 은평구 응암제3동(1138060000)","23,945","12,581","          1.90","11,591","12,354","          0.94"
"서울특별시 은평구 역촌동(1138062500)","44,571","20,801","          2.14","20,931","23,640","          0.89"
"서울특별시 은평구 신사제1동(1138063100)","26,748","11,993","          2.23","12,832","13,916","          0.92"
"서울특별시 은평구 신사제2동(1138063200)","19,362","8,750","          2.21","9,631","9,731","          0.99"
"서울특별시 은평구 증산동(1138064000)","18,511","8,014","          2.31","9,026","9,485","          0.95"
"서울특별시 은평구 수색동(1138065000)","13,113","5,554","          2.36","6,390","6,723","          0.95"
"서울특별시 은평구 진관동(1138069000)","54,847","21,386","          2.56","25,636","29,211","          0.88"
"서울특별시 서대문구 (1141000000)","307,277","146,183","          2.10","146,294","160,983","          0.91"
"서울특별시 서대문구 천연동(1141052000)","16,794","7,654","          2.19","7,941","8,853","          0.90"
"서울특별시 서대문구 북아현동(1141055500)","15,574","7,078","          2.20","7,464","8,110","          0.92"
"서울특별시 서대문구 충현동(1141056500)","19,861","10,092","          1.97","9,535","10,326","          0.92"
"서울특별시 서대문구 신촌동(1141058500)","20,203","14,638","          1.38","8,846","11,357","          0.78"
"서울특별시 서대문구 연희동(1141061500)","34,327","18,620","          1.84","16,423","17,904","          0.92"
"서울특별시 서대문구 홍제제1동(1141062000)","24,660","10,914","          2.26","11,509","13,151","          0.88"
"서울특별시 서대문구 홍제제3동(1141064000)","17,711","8,022","          2.21","8,501","9,210","          0.92"
"서울특별시 서대문구 홍제제2동(1141065500)","13,305","5,737","          2.32","6,235","7,070","          0.88"
"서울특별시 서대문구 홍은제1동(1141066000)","22,509","9,790","          2.30","10,898","11,611","          0.94"
"서울특별시 서대문구 홍은제2동(1141068500)","27,759","12,832","          2.16","13,333","14,426","          0.92"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,702","6,096","          2.74","8,016","8,686","          0.92"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,250","13,297","          2.20","14,076","15,174","          0.93"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,703","6,850","          2.58","8,481","9,222","          0.92"
"서울특별시 서대문구 북가좌제2동(1141072000)","30,919","14,563","          2.12","15,036","15,883","          0.95"
"서울특별시 마포구 (1144000000)","364,938","180,302","          2.02","171,114","193,824","          0.88"
"서울특별시 마포구 아현동(1144055500)","26,557","11,148","          2.38","12,413","14,144","          0.88"
"서울특별시 마포구 공덕동(1144056500)","36,792","18,589","          1.98","17,233","19,559","          0.88"
"서울특별시 마포구 도화동(1144058500)","20,845","9,333","          2.23","9,942","10,903","          0.91"
"서울특별시 마포구 용강동(1144059000)","21,282","9,248","          2.30","10,056","11,226","          0.90"
"서울특별시 마포구 대흥동(1144060000)","14,469","8,737","          1.66","7,020","7,449","          0.94"
"서울특별시 마포구 염리동(1144061000)","16,759","7,776","          2.16","8,015","8,744","          0.92"
"서울특별시 마포구 신수동(1144063000)","22,275","10,008","          2.23","10,864","11,411","          0.95"
"서울특별시 마포구 서강동(1144065500)","24,701","12,140","          2.03","11,793","12,908","          0.91"
"서울특별시 마포구 서교동(1144066000)","24,496","15,388","          1.59","11,161","13,335","          0.84"
"서울특별시 마포구 합정동(1144068000)","16,674","9,243","          1.80","7,691","8,983","          0.86"
"서울특별시 마포구 망원제1동(1144069000)","19,389","10,155","          1.91","9,066","10,323","          0.88"
"서울특별시 마포구 망원제2동(1144070000)","18,241","8,429","          2.16","8,529","9,712","          0.88"
"서울특별시 마포구 연남동(1144071000)","14,559","8,501","          1.71","6,901","7,658","          0.90"
"서울특별시 마포구 성산제1동(1144072000)","18,672","9,429","          1.98","8,753","9,919","          0.88"
"서울특별시 마포구 성산제2동(1144073000)","39,147","19,487","          2.01","17,475","21,672","          0.81"
"서울특별시 마포구 상암동(1144074000)","30,080","12,691","          2.37","14,202","15,878","          0.89"
"서울특별시 양천구 (1147000000)","440,631","181,189","          2.43","215,557","225,074","          0.96"
"서울특별시 양천구 목1동(1147051000)","30,353","10,340","          2.94","14,598","15,755","          0.93"
"서울특별시 양천구 목2동(1147052000)","29,380","13,369","          2.20","14,244","15,136","          0.94"
"서울특별시 양천구 목3동(1147053000)","21,591","10,107","          2.14","10,281","11,310","          0.91"
"서울특별시 양천구 목4동(1147054000)","24,847","10,067","          2.47","12,171","12,676","          0.96"
"서울특별시 양천구 목5동(1147055000)","40,613","13,368","          3.04","20,129","20,484","          0.98"
"서울특별시 양천구 신월1동(1147056000)","20,067","10,289","          1.95","10,280","9,787","          1.05"
"서울특별시 양천구 신월2동(1147057000)","20,405","8,481","          2.41","9,987","10,418","          0.96"
"서울특별시 양천구 신월3동(1147058000)","14,713","7,826","          1.88","7,745","6,968","          1.11"
"서울특별시 양천구 신월4동(1147059000)","17,601","6,874","          2.56","8,569","9,032","          0.95"
"서울특별시 양천구 신월5동(1147060000)","14,313","6,439","          2.22","7,101","7,212","          0.98"
"서울특별시 양천구 신월6동(1147061000)","13,823","5,347","          2.59","6,750","7,073","          0.95"
"서울특별시 양천구 신월7동(1147061100)","19,022","9,040","          2.10","9,290","9,732","          0.95"
"서울특별시 양천구 신정1동(1147062000)","19,843","6,971","          2.85","9,642","10,201","          0.95"
"서울특별시 양천구 신정2동(1147063000)","18,895","6,864","          2.75","9,279","9,616","          0.96"
